명칭,우편번호,주소,개요,문의 및 안내,쉬는날,체험안내,체험가능연령,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
대각사(부산),48948,부산광역시 중구 광복중앙로 21(신창동1가),"조선 500년 말, 서양세력의 강화도 침략에 기인한 척양척화 정책으로 수구파가 득세할 때, 개화파는 가까운 일본과 교류를 추진하고 있었다. 1887년, 부산의 바닷가에 유일한 해변 막사가 한 채 있었는데, 일본과 거래를 하려면 이 막사를 통해야만 일본인들과 무역교류를 할 수 있었다. 명치 유신 9년, 일본황실에서 부산에 불교 정토진종 사찰을 짓게하자, 오오꾸라 재벌이 앞장서서 막사가 있는 이 자리에 동본원사 부산별원이라는 최초의 일본 사찰을 세웠다.
이 내용은 대각사에 소자오딘 범종에 새겨져 있으며 '조선의 일본정책'이라는 책자의 기록과 함께 KBS에서 방영한 대하드라마 '찬란한 여명'에 소개 된바 있다. 이곳은 당시 개화파의 핵심인 유대치(한의사)가 이동인(봉은사스님)의 개화정책을 자문하고, 김옥균, 박영호, 서광범, 윤치호, 서재필 등 개화파 40여 명과 함께 수차에 걸쳐 일본을 내왕하면서 교두보를 마련했던 곳으로, 근대 조선의 개화에 큰 획을 남긴 역사적인 터이다.
해방 후 동본원사 부산별원은 한국정부에 귀속되었는데, 정부 관제국에서 귀속재산 처분을 할 때 이 사찰 땅과건물을 경매 받아 경남불교종무원으로 발족하였다가 3대 원장 김경우 스님(창건주)에 의해 새로이 한국사찰로 창건한 것이 현재 대각사이다. 창건 이전의 유물은 범종과 석등만이 있을 뿐, 대웅전이나 진시사리탑은 후에 지어졌다. 현 대웅전은 중간기둥이 없는 특수한 건축공법의 철근 콘크리트 구조로서 둘레가 300평에 약 1천여명을 수용할 수 있는 대단위 건물이다.
법당 가운데 부처님은 1960년무렵 지리산 광산사에서 모셔온 아미타불(조선초기,15세기)이며, 법당구조는 통법당 형식의 불단으로 배열되어 불교 전통문화의 효과를 높였다. 대각사는 재단법인(불교전통문화원)으로 등록된 시민공찰로서 대중포교의 사찰이며, 소소된 단체로 신도회 및 청년회, 학생회, 어린이회가 있어 도심권 포교와 봉사활동 등의 사회참여 운동을 하고있다. 현재까지 창건주인 고불 경우 큰스님이 조실로 주석하고 있다.",051-245-8781,,,,,,,없음,없음,,
수리조선소길,49039,부산광역시 영도구 대평로 42(대평동2가),"영도에서 찾지 못하는 것은 전국어디에도 없다는 말이 나올정도로 많은 선박부품업체들이 집결되어 있는 곳이다. 배를 수리하기 위해 필수인 부식된 페인트를 벗겨내는 깡깡이라는 고된 작업을 하는 할머니들이 아직도 남아계신다. 이곳에서는 물질하는 해녀만큼이나 중요한 직업이다. 좁은 골목길을 걷다보면 쉽게 컬러풀한 드럼통들과 고물들을 만날 수 있다. 고물상들과 부품업체, 조선소 간판들이 섞여있는 모습이 독특한 분위기를 자아낸다. 영도와 남포동, 자갈치를 왕복하던 도선장과 영도다리 건설을 위해 희생된 사람들의 영혼을 달래주는 용신당이 영도가 섬이라는 것을 증명하듯 남아있다.<br>",,,,,,,,없음,없음,,
당산,48810,부산광역시 동구 망양로478번길 13(초량동),"우리나라 전통신앙으로 마을의 수호신인 당산신(당산할아버지와 당산할머니)을 모시는 곳이다. 당제는 마을의 풍요와 평안 등을 기원하는 지역공동체적 의례이며, 제일(祭日)은 년중 2회로 음력 3월과 9월 보름에 제사를 지낸다. 제관으로 선정된 사람은 매사에 근신하며 제일이 다가오면 당산나무 주변을 청결히 한 뒤 금줄을 두르고 황토를 몇 줌 놓아 부정을 막는다.<br>",051-440-4063,,,,,,,없음,없음,,
관수옥과 초량왜관 터,48950,부산광역시 중구 용두산길 37-55(광복동2가),"[관수옥]<br />초량왜관의 우두머리인 관수가 머물던 곳이다. 당시에는 용두산을 중심으로 동쪽이 가장먼저 시가지가 발달하기 시작하였는데 배를 대는 선착장이 가깝기 때문이다. 일본사람들이 배로 들어와 동쪽을 중심으로 살기 시작했고, 관수옥을 지나 왜관으로 들어갔을 것이다. 관수옥이 있던 자리에는 지금도 돌계단이 남아있다.<br /><br />[초량왜관 터]<br />초량왜관은 일본과 우리나라의 무역에서 중심의 역할을 했던 곳이다. 용두산을 둘러싸고 만들어진 초량왜관은 안에는 신사를 비롯하여 일본인들의 편의 시설이 가득했다. 지금은 공원으로 들어가는 3군데의 진입로가 만나는 지점에 초량왜관 터라는 비석이 놓여져있어 예전에 이곳이 초량왜관이었다는 것을 알리고 있다. 옛 지도를 들고 초량왜관에 어떤 시설들이 있었는지 찾아보는 것도 재미있을 것이다.<br>",051-600-4066,,,,,,,없음,없음,,
이기대 (부산 국가지질공원),47545,부산광역시 남구 용호동,"약 8천만 년 전 격렬했던 안산암질 화산활동으로 분출된 용암과 화산재, 화쇄류가 쌓여 만들어진 다양한 화산암 및 퇴적암 지층들이 파도의 침식으로 발달된 해식애, 파식대지, 해식동굴과 함께 천혜의 절경을 이루고 있다. 해안가를 따라 오륙도까지 이어지는 트레일코스를 통해 구리광산, 돌개구멍, 말꼬리구조, 함각섬석 암맥 등의 다양한 지질 및 지형경관을 감상할 수 있다.<br /><br /><출처 : 부산국가지질공원><br>",051-607-6398,,,,,,"있음(소형, 대형 가능)",불가,가능,,"등산로:이기대 해안산책로 (3.95km / 약 2시간 소요) : 동생말 - 어울마당 - 농바위 - 오륙도 해맞이 공원
촬영장소:영화 '해운대' 촬영지
"
용두산 자갈치 관광특구,48983,부산광역시 중구 자갈치해안로 52(남포동4가),"용두산 자갈치 관광특구는 역사와 문화를 가득 품고 있는 매력적인 문화관광지역으로 전통시장의 따뜻한 인심과 어묵, 씨앗호떡, 비빔당면, 팥죽, 팥빙수 등의 맛있는 길거리 간식과 함께 보수동, 40계단 골목 등 골목마다 가진 스토리로 역사의 숨결을 느껴볼 수 있는 원도심 대표 관광지역이다. 용두산공원을 포함하는 쇼핑의 중심지 광복동과 자갈치시장, 국제시장, 부평깡통야시장 등의 전통시장과 영도대교, 보수동 헌책방골목, 부산근대역사관 등의 원도심의 역사문화자원이 간직된 곳으로 연중 이벤트, 축제, 쇼핑이 가능한 도심형 관광지로 국내외 여가?문화관광객이 끊이지 않는 명실상부한 관광중심지역이다. 2013년 11월 47년만의 영도대교 복원은 다른 지역에서는 볼 수 없는 차별화된 볼거리로 새로운 관광명소로 부각되고 있으며 부평깡통야시장과 국제시장의 글로벌복합문화공간 개장 등 전통시장의 끊임없는 변신과 부산국제영화제, 부산자갈치축제, 부산크리스마스트리 축제 등은 새로운 볼거리와 즐길거리로 과거의 향수를 느끼기 위해 방문하는 중장년층 뿐 아니라 젊은이들까지 유혹하고 있다. 용두산공원에 올라 바라보는 부산의 전경과 영도대교 도개와 자갈치시장의 싱싱한 해산물, 40계단과 보수동 책방골목에서의 여유로운 산책은 행복한 여행의 추억으로 남게 될 것이다.

* 용두산 자갈치 관광특구 현황
1) 범위 : 부산시 중구 부평·광복·남포동 전 지역, 중앙·동광·대청·보수동 일부 지역
2) 면적 : 1,079,836㎡<br />3) 관광특구 지정일 : 2008년 5월 14일
* 용두산 자갈치 관광특구 시설 현황
용두산공원, 영도대교, 자갈치시장, 국제시장, 부평깡통야시장, 보수동 헌책방 골목, 비프광장, 유라리광장 등 다수의 인문 관광 자원 보유","051-600-4000, 4082",연중무휴,,전연령,,,"백화점과 국제시장, 자갈치시장 등에 81개 주차장 이용 가능",없음,가능,,"장애인 편의시설:용두산 에스컬레이터와 장애인 주차 공간 이용 가능
이용가능시설:관광 안내소, 외국인 전용 관광 기념품 판매점, 외국인 전용 유흥 음식점, 관광 유람선, 백화점, 재래시장 등
화장실:용두산공원 일대와 재래시장 곳곳에 113개의 공중 화장실 이용 가능
외국어 안내서비스:용두산공원에 영어, 중국어, 일어 등 관광 안내 책자 비치, 영어, 일어, 중국어 안내 가능

"
삼진어묵체험·역사관,49035,부산광역시 영도구 태종로99번길 36,"부산을 대표하는 먹거리인 어묵, 그 중에서도 삼진어묵은 현존하는 가장 오래된 부산어묵 제조업체이다. 영도 본점은 베이커리 형태 매장으로 다양한 종류의 어묵을 판매하며 구매한 어묵을 즉석에서 맛보는 공간도 마련되어 있다. 2층은 어묵체험역사관으로 삼진어묵이 걸어온 길을 살펴보고 체험장에서 직접 만들어 보기도 한다.",051-412-5468,사전예약제 운영(전화문의),프로그램별 상이,전연령,,사전예약제 운영,주차가능,없음,없음,,"화장실:있음
입 장 료:프로그램별로 상이함<br/>
※ 홈페이지 참조
"
대저생태공원,46703,부산광역시 강서구 공항로 1246,"대저생태공원은 낙동강 우안 대저수문에서부터 김해공항램프까지의 둔치지역으로, 구포대교부터 아래로 낙동강하류 철새도래지(천연기념물)에 속하는 지역이다. 신덕습지를 비롯한 크고 작은 습지와 수로, 초지, 유채꽃단지, 각종 체육시설이 조성되어 있어 여가와 휴식을 즐길 수 있는 곳이다. 공원의 양쪽끝에 체육시설과 이용편의시설을 배치하고 그 외 지역은 습지와 초지 등으로 조성하였다. 특히 구포대교 아래쪽으로 조성된 유채경관단지(370,000㎡)에서 매년 4월 개최되는 유채꽃축제에는 수많은 관광객들이 방문하는 새로운 명소로 자리잡고 있다.",대저생태공원관리사무소 051-971-6011,,,,,06:00~21:00,주차가능,없음,없음,,"입 장 료:무료
"
망산도·유주암·유주비각,51610,부산광역시 강서구 송정동,"망산도, 유주암, 유주비각의 유래를 살펴보면 삼국유사 가락국기에 기록되어 있는 가락국의 시조 김수로왕의 왕비가 된 아유타국의 허황옥공주와 관련되어 있다. 가락국기의 내용을 보면, 건무 24년 무신년 7월 27일에 구간등이 아뢰기를 대왕께서 강림하신 이래로 좋은 배필을 얻지 못하시었으니 신등이 처녀중에 절묘한 자를 궁중에 뽑아 들여 배필을 삼으소서라고 하니 왕께서 이르기를 내가 여기 내려온 것은 하늘의 뜻이요. 나의 배필로 왕비가 되는 것 또한 하늘의 뜻이니 그대들은 염려하지 말라 이르고는 드디어 유천간에서 명하여 경주와 준마를 가지고 망산도에 가서 기다리게 하는 한편 신귀간은 승점으로 가라 했다. 홀연히 바다 남서쪽에서 붉은색의 돛을 달고 붉은 기를 휘날리며 북쪽을 향해서 오는 배가 있었다. 유천등이 먼저 망산도에서 횃불을 드니 앞을 다투어 하륙하려 하였다. 신귀가 바라보고는 대궐로 달려와서 왕께 아뢰니 왕이 듣고 기뻐하였다.<br /><br />삼국유사의 기록에 근거하여 용원의 부인당을 공주가 도래한 곳으로, 말무섬을 유천간이 기다린 망산도로, 쪽박섬에서 공주가 타고 온 돌배가 뒤집힌 것으로 보아 이를 기념하는 유주각을 세웠다.유주각은 융희 2년에 정면 1칸, 측면 1칸의 맞배지붕 목조와 가로건축하였다. 비각안의 유주비는 비신이 높이 1.75m, 폭 0.765m, 두께 0.35m의 석비로 대가락국 태조왕비 보주태후허씨유주지지라 새겼다<br /><br />* 면적 - 망산도 1289.262m²(390평), 유주암 198.3m²(60평), 유주비각 198.3m²(60평)<br />* 유주비각(용원동 산117번지)은 용원버스종점 맞은편의 용원교회 뒷편에 위치<br>",055-225-3673,,,,,,,없음,없음,,
태종대 다누비열차,"606-080,1",부산광역시 영도구 전망로 257(동삼동),"* 열차를 타고 만나는 태종대의 절경, 다누비열차 *<br>
'태종대 곳곳을 모두 누비며 경치를 감상한다'는 
뜻의 관광열차 '다누비(Danubi)'는 자동차 바퀴가 달린 무궤도 열차로서 모두 3대가 
순환 운행된다. 이 관광열차의 운행 구간은 4.3km, 평균 운행속도는 시속 15㎞, 승차인원은 
96명이고 일반 차량은 통행이 제한된다. <br>
&nbsp;<br>
* 부산의 명소, 태종대유원지 *<br>
부산대교를 지나 영도해안을 따라 9.1㎞의 최남단에 
위치하고 있는 태종대유원지는 54만 2천 평의 면적에 해발250m의 최고봉을 중심으로 
해송을 비롯한 120여종의 수목이 울창하게 우거져 있으며, 해안은 깎아 세운 듯한 
절벽과 기암괴석으로 이루어져 있어 굽이치는 파도와 더불어 절경을 이루고 있다. 
<br>
&nbsp;<br>
청명한 날에는 약 56㎞거리인 일본의 쓰시마섬까지 
볼 수 있어 부산을 대표하는 관광명소로 예부터 시인과 묵객들이 즐겨 찾았던 곳이다. 
이곳은 일제 때부터 오랫동안 군 요새지로 사용되던 관계로 일반시민의 출입이 제한되어 
오다가 지난 1967년 건설교통부가 유원지로 고시하였고 뒤이어 1969년에 관광지로 
지정되었다. <br>",이용문의 051-860-7861~7866,"하절기 시간당 5mm 이상 강수시 동절기 눈, 비가 오는 경우 다누비열차는 운행하지 않음",,,,"하절기(3~10월) 09:30~20:00(매표마감 19:00)<br>
동절기(11~2월) 09:30~19:00(매표마감 18:30)<br>
※ 배차간격 : 보통은 2~30분 간격이나, 하절기/성수기에는 15분 간격으로 운행",태종대 유원지 주차장 이용,없음,없음,,"관광코스안내:광장 → 태원자갈마당 → 구명사 → 전망대 → 영도등대 → 태종사 → 광장입구
주차요금:소형 1,000원 / 중형 2,000원 / 대형 3,000원<br>
※ 장애인·국가유공자 차량무료, 경차(50% 할인)
시설이용료:개인 - 대인 1,500원 / 청소년 1,000원 / 소인 600원<br>
단체(30인 이상) - 대인 1,200원 / 청소년 800원 / 소인 500원<br>
※ 상시 무료승차<br>
경로우대 시행 : 만65세이상 이용요금 면제(단 신분증 지참시), 만4세 미만<br>
※ 특정일 무료승차<br>
어린이 날 / 장애인의 날(탑승하는 장애인 보호자 1명 포함)
화장실:있음
내국인 예약안내:예약 없이 당일 방문
"
봉래산(부산),49087,부산광역시 영도구 청학동,"* 도심속 아름다운 자연공원, 봉래산(부산) *<br> 영도의 중앙에 위치하고 있는 봉래산(해발 395m)은  봉황이 날아드는 산이라는 의미를 갖고 있으며, 예로부터 신선이 살고 있는 곳으로  알려져 있다. 태종대를 포함한 부산 앞 바다를 끼고 도는 주변 경치가 한 폭의 풍경화같이  일품인데다 중구, 서구, 동구, 사하구, 부산진구, 해운대구 등 부산의 시가지를 한눈에  볼 수 있는 흔치 않은 산으로 정상에는 우리나라 토지측량의 기준이 되는 삼각점이  있다 산 전체가 원추형을 나타내고 있으며 산록의 사면은 가파른 편이고 특히 남쪽사면은  급경사여서 하산할 때 마치 바다에 거의 수직으로 떨어지는 듯한 느낌을 가지게 할  정도로 인상적이며 수평선 근처를 바라보면 대마도가 한눈에 들어온다. 일출 및 일몰의  장관을 지켜볼 수 있는 등 태종대와 더불어 자연의 숨결을 체험할 수 있는 도심속의  명소인 봉래산은 사시사철 등산객들의 발길이 끊이지 않는다.  또한, 봉래산은 부산발전연구원의 자연환경조사연구용역결과  부산에서 곤충이 가장 많이 서식하고 있는 산으로 16목127과 658종이 관찰되었으며  환경부 보호대상인 고려집게벌레와 늦반딧불이 등 희귀종이 발견되어 학계의 관심을  끌고 있는 곳이다. 앞으로 봉래산은 조경, 휴양시설 등을 자연과 조화되도록 설치하여  도심속의 아름다운 자연공원으로 가꾸어 갈 계획이다.  <br><br> * 봉래산의 등산코스 *<br> 봉래산의 등산코스는 다양하지만 백련사에서 시작해  정상을 거쳐 목장원 쪽으로 내려오는 코스의 경우 2시간 30분~3시간 정도 소요되며,  다시 목장원 아래의 절영해안산책로를 향해 발길을 돌리면 남해안의 절경과 바다  내음에 취하며 여독을 풀 수 있는 최상의 산책코스를 만나는 행운을 갖게된다.<br>",051-253-8253,,,,,,,없음,없음,,"입산통제 기간:[탐방로 통제기간] <br />
(봄가을철 산불조심기간 한시적 등산로구간 통제)<br />
봄철 3월 2일 ~ 4월 30일 <br />
가을철 11월 1일 ~ 12월 15일<br />
-국립공원 11월 15일 ~ 12월 15일(경주,태안해안제외)<br />
※ 통제기간은 기상여건 등을 감안하여 공원별로 일부 조정될 수 있으니 공원탐방 시 해당 공원 홈페이지 공지사항 참고
"
